Sudoku,solution
1000F000090000000F00000020CD000004E0A09380B000000000D70000E060F50004000000F00DB00D06030GB0008E909080004600000570C0A0000500284000FEC00A096240008BA90008000000D62340300B0EC0D00F00D0B0000F709AC00E03150E700009F8A02A7069C00F00E000000000B00000005000F04031D6A00C00,15DBF4E23967GAC87F6A8G5B21CD39E4G4ECA69385BF71D28293D71CGAE46BF531G492875EF6ADBC5D2613AGB47C8E9F9B8FEC46AD31257GC7AEBDF59G284361FEC13AD9624G578BA957C8G4FB1ED6234G327B6EC8D59F1AD6B8512F739ACG4EB3152E7D4CG9F8A62A7G69C81F5BE43D6C4DGFBAE7831259E8F94531D6A2BCG7
C0007B00F000E459B037000E000002F00040000F000000C052003C00D000AB070000000008900000E0F0B0010C530090000069700E00000A0B0D00E040A0FC7080CB0045A6D90000A000C0F904E0031000G0008A030F0000D000000010C50F00F9040020008C6A0G6500D0000G0007E00001E4A00F00000030BA080CE0700020,C86G7B1DFA32E459BA37469EC5G182FD9D4EA25F876B3GC1521F3CG8D94EAB6743A5FGC268971DBEE7F6BAD12C53G894G18C6974BEFD253A2B9D85E341AGFC768FCB1345A6D97EG2A652C7F9G4E8D31B1EG92D8A73BFC645D473GEB612C59FA8F9E451273B8C6ADG6528DF3B9G1A47EC7CD1E4AG5F26B9833GBA986CED74512F
0F00000807005000D1020900005008BC0E000A00000100D7060950G040B00E3090A10DE2B006008F0020007C580A0040800B3600020000A000004080F01D090000000000000800756005000BC040ED9A09000C001000B06400D00001EB000F000DBE80C0096FA00008FA0000040070E0C00070000E00000D0700DF0E000C6008,BF4C1328D79E5AG6D172E9F63A5G48BCGE53CAB486F192D7A68957GD4CB2FE3194A1GDE2B376C58FF32D9B7C58EA164G85GB361F92C4D7AEEC67458AFG1D392B3BCFAE496DG821756G15283BCF47ED9A29E8FCD715A3BG647AD46G51EB298FC35DBE84CG796FA31218FAB263G4D57CE9C2367195AE8BG4FD479GDFAE213C6B58
0F0000E000C7000B9007G3000010C0D080DCBA0000069F206A02100004000070001000G000543CBFA50G0076000B008000FE0000208G0007B000018D0E004000G0007B000090000DF0700C0000E5B0634005A0DF0060E010D00006000G200050000650AG0800004030240900000000F000000041060080000B0A0D0E00430290,5FG1D4E982C76A3B9EB7G3625A1FC8D484DCBA57E3G69F216A3218FCB4D9GE75281D9EGA67543CBFA54GCF76D93B218EC9FE453B218GD6A7B763218DCEFA45G9G6E87B253F91A4CDF2798C14ADE5BG6343C5AGDF7B68E912D1ABE6934G2CF758ED9657AGF8B2134C3G2469B81C7E5DFA7C5F324196AD8BEG1B8AFDCEG5437296
07D009000008A050B6200F0E0C017040F000000500A0B00DC00A0000370200000C00500600000008000D0A00B070000E000FCBE0090000D07E00030DA08000F40DB100C000000005G004A009031700E602006D0100F098C000608730500GF0B00B000E00010F0D6A0002F0000035400BAF030002D6000C00000E00000AG05009,47DG2913FB68AE5CB628DFAE9C51734GF3197C854GAEB62DC5EA4G6B37D2891F2C9B5146GFED37A8143DGAF8B276C59E8A5FCBE719436GD27EG6932DA58C1BF43DB1E2CF689AG475G8F4A5B9C317D2E652A76DG1E4FB98C3E96C87345D2GFAB19B453E7G81CF2D6ADGC2F69A7E35418BAF831452D6B9ECG7617EB8DC2AG45F39
0E0006B000570F80000500000040000A603B80G1009000C0F200007000G030ED00G0900B40A025000AC000600200B03F00E703000900604C0B080A00006370D00FB0E9C00080D000000E40036009F0B0070C0DF0GAB10006000000000F0000000GFA008000E000010090B140000FCE020100C5D00000000304000700A0DC080B,4EAG26BC3D571F897C153E9DFB48G62A6D3B8FG12E9A47C5F289A4751CG63BED36GF9CEB47AD25189AC4D867E215BG3FD5E7132G89FB6A4C1B28FA54CG6379DE5FB3E9C67482D1AGA8DE4G1365C9F2B7274C5DF8GAB1E396G9617BA2DF3E8C54CGFA6289B3E45D71839DB14A567FCEG2B176C5DE982GA4F3E452G73FA1DC986B
0F00000807005000D1020900005008BC0E000A00000100D7060950G040B00E3090A10DE2B006008F0020007C580A0040800B3600020000A000004080F01D090000000000000800756005000BC040ED9A09000C001000B06400D00001EB000F000DBE80C0096FA00008FA0000040070E0C00070000E00000D0700DF0E000C6008,BF4C1328D79E5AG6D172E9F63A5G48BCGE53CAB486F192D7A68957GD4CB2FE3194A1GDE2B376C58FF32D9B7C58EA164G85GB361F92C4D7AEEC67458AFG1D392B3BCFAE496DG821756G15283BCF47ED9A29E8FCD715A3BG647AD46G51EB298FC35DBE84CG796FA31218FAB263G4D57CE9C2367195AE8BG4FD479GDFAE213C6B58
02000051000043ECG5900F03A4007B008003A07200CB00F00F00040006805000E00008D05C06A090D800010000F00E0000700000000300020006002080B0D0700000E0400F9C003G000052A0007000C80051B009D8E00040B0C00007G0040000A0G00B0000000005600E000007GD38003000F000006000A0001700C6FA3892B0,72AB86519GDF43ECG59CDFE3A4127B868643A972E5CBGDF11FEDG4BC36875A29EGBF78D45C26A193D824C13A79FG6E5B91756EFB4DA38CG2CA36952G81BED47F276AED48BF9C153G4EDG52AF6371B9C8F351BCG9D8EA2647B9C81367G254EFDAACG23B8D1E49F7656BFE2A95C7GD38143489F71E2B65CGAD5D174GC6FA3892BE
0500000200FBC8649G000B0C06000F513B40000000DAE000100EF0G00200A0707050C300A0B081000FE0076G0000D500D600000EC00000G0200000087000B003B0009CF020000D8E09800DE0000F000B00000437000000000E30A08B006000F0E1B009000500200C00900000000D00EF6D70004F00090000F000500DE4A37000,A5D73E92G1FBC8649G28DBAC46E73F513B4F76158CDAE29G1C6EF8G49235AB7D745GC3D9AFBE81268FEB476G3912D5CAD613BA2EC854F9G72AC91F587DG6BE43B7A59CF62341GD8EG9862DE15A7F4C3BC2FDG437BE986A154E31A58BDG6C97F2E1BA6973F58G24DC539482BA67CD1GEF6D7CEG4F1B2953A8F8G251CDE4A376B9
00BE010G0740A960003G40020005E107500039070E0DG0C00000FB003060D000F0005000A0D103200000002300F000002000EA00000090000670000000000AE4050000B000820G0103G0000F000B0805800D00007400020A02A00C8000107600C0F4170058003E00A00008000970B00F70502000D0G00008GE00B0C90F300400,D8BEC15G274FA9636F3G4DA2BC95E187541239678EADGFCB97CAFBE8316GD542FGE9547BA6D1832CBA4C8G2395FE671D2D85EA1643C79BFG3671DF9CG2B85AE4E59F76BDCA824G3113G7A24F6DEBC8958C6DGE317459F2BA42AB9C85FG1376DECBF417DA58263EG9A12368G4E97CBD5F795623FEDBG41CA8GED8B5C91F3A2476
0500000200FBC8649G000B0C06000F513B40000000DAE000100EF0G00200A0707050C300A0B081000FE0076G0000D500D600000EC00000G0200000087000B003B0009CF020000D8E09800DE0000F000B00000437000000000E30A08B006000F0E1B009000500200C00900000000D00EF6D70004F00090000F000500DE4A37000,A5D73E92G1FBC8649G28DBAC46E73F513B4F76158CDAE29G1C6EF8G49235AB7D745GC3D9AFBE81268FEB476G3912D5CAD613BA2EC854F9G72AC91F587DG6BE43B7A59CF62341GD8EG9862DE15A7F4C3BC2FDG437BE986A154E31A58BDG6C97F2E1BA6973F58G24DC539482BA67CD1GEF6D7CEG4F1B2953A8F8G251CDE4A376B9
00D80G05B10000EF0C0000B0F0E500A2A201C04000005B6700306A0D0700C009000E08000000000000060001GA304F801003000F52809A00900A00DB0000100E0AFB0000000000D8000000000090BC0A00000000740605F0080900C000000E70706CE1F020B0009400040280E00A00C00000D00A304008060F000060D00100B5,69D87G25B1AC34EFGC4719B3F6E58DA2A2E1CF4893DG5B67B53F6AED8724CG19FG2EA83C4D19765BD7562E91GA3B4F8C1BC3467F528E9AGD948AG5DB6C7F123E4AFB3716CE52G9D82675FDGE1893BC4ACE1D8BA974G625F338G954C2ABFD6E717D6CE1FG25B8A3945394B287EF6AD1CGE1BGDC5A3947F8268FA29364DGC1E7B5
2A00000F01D00000780100A00B9003C400000800000700G5090E000053A0D200F003092800B000001000F07BG605000050000000024100000D00400090C00000000C20F000060008600070050EG09BD0010400C0A00030E00030D09A8C0005600E0DA0G0F009C000002G8000000D57A93000C0000800004D0C405B06000AE102,2AB53G4F61DC897E78F1E5AD2B9G63C4C3D698B24FE71AG549GE1C6753A8D2FBF463G928DABE7C5112C9FD7BG6854E3A5G786AEC3241BD9FADEB435197CFG826G59C2EF3BD76A4186FA274851EG39BDCD184B6CGA9523FE7EB37D19A8CF4256G8E1DA7G4F529C6B3B62G8F3EC41D57A9375AC219E86BFG4D9C4F5BD67G3AE182
050B0600010G3F7000G0000408E01000000C30016050800GD071B0GC40A00E000009D00B0004710000C0000E0D3090600010047AB000030E0E070060000004A0000000C000050G0610FG80D0920E0A000D000000000FC000004E00071C030B08000008E200B7000000000009E0D000FC04030D005G0C0002A000C0B62090E800,45ABE68DC12G3F7963G25794F8ED1CBA9FEC32A1675B8D4GD871BFGC43A96E25G659D32BAEC4718FFAC4G15E7D38926B821D947AB5F6G3CEBE37FC68G91254AD7B2819C3DA45FGE61CFG8BD5926E4A373D6A2E4G8B7FC951594E6AF71CG32BD8CG96A8E23FB7D51421854G39E6DAB7FCE4B37D1F5G8CA692A7DFC5B62491E8G3
00D80G05B10000EF0C0000B0F0E500A2A201C04000005B6700306A0D0700C009000E08000000000000060001GA304F801003000F52809A00900A00DB0000100E0AFB0000000000D8000000000090BC0A00000000740605F0080900C000000E70706CE1F020B0009400040280E00A00C00000D00A304008060F000060D00100B5,69D87G25B1AC34EFGC4719B3F6E58DA2A2E1CF4893DG5B67B53F6AED8724CG19FG2EA83C4D19765BD7562E91GA3B4F8C1BC3467F528E9AGD948AG5DB6C7F123E4AFB3716CE52G9D82675FDGE1893BC4ACE1D8BA974G625F338G954C2ABFD6E717D6CE1FG25B8A3945394B287EF6AD1CGE1BGDC5A3947F8268FA29364DGC1E7B5
900057000EFC000DCD0000000000005E000009E060D800F000F0C0A070050008A300F2C000E6D4008C40000000700G00006B300A000F00000G001605B0C0F000F7000D140060G00A01G40008000A0E0B00A0EB5C00301D2020000000005B90040820B0D04000500F00D08F00509E00C00000A0400F00E300001700060CA00000,948657321EFCABGDCD7A68BFG942315EGB5349E16AD87CF212FECGAD73B54698A391F2C78GE6D4B58C4FDE9BA5732G16D56B34GA921F87EC7GE21685BDC4F9A3F7BC2D14E869G53A51G493F8D72ACE6B69A8EB5CF43G1D272E3D7A6GC15B9F843829BCDE46G15A7F4ADG8F735B9E62C1B6C5A1492F87E3DGEF17G5263CADB849
B0730A000859E0CD00E0000000000002C06003D0B0E00F08FD00000B0000000006B90075C3000000D00000080004000008CF090E20A5000000106C0FE7D80A00000000000000D05A00200B0000700C890E00520C0D10FB040000E1F0600007002C000809F00DA0400100C00DA0060070A304BF0000G020000086000401B05D0E,B273FA6G4859E1CD89EA7451DGCF63B2C46593D2BAE17FG8FDG18ECB726394A546B9AD75C3FG82E1D7AE3G281B94C5F638CF491E26A5BGD75G126CBFE7D84A931BFCG6873942DE5A6A2GDB435F7E1C897E38529CGD1AFB64954DE1FA6C8B372G2C5718G9FE3DA64BE19BC53DA426G87FA3D4BFE685G7291CGF8627A491BC5D3E
2045000000F0AC7600DE06A000309005000A000CB9000040B00G0F000E002D000027006000A40E900D0000000C030A000050E01F0D0B020880F00970000200000004A0E9000F6000007000B8040000000A0C0D05G067FB00EGB0C100008007A01090DEF00A0800CBFB000A8060E9000005000B0007D000E0000005C01000D000,2145B39E8GFDAC76CFDEG6A7423198B5783A12DCB956EG4FB96G8F54CE7A2D13G3275C6DF8A4BE916DE128GB5C937AF4AC59E41F7DGB326884FB397AE612G5DC5214A7E9DBCF638GD673FGB8A42EC1599A8C4D35G167FB2EEGBFC126938547AD1792DEFG3A4856CBFBCD7A8365E914G235G69B4127DC8FEA4EA865C21FBGD937
0210F0007000D000D000070C503000003000090A000E0B00FB745200C0600G10000000B019D4C3A00007000030A009F800500D000000200004000C08F050100703B0800060000A0000280E76B5C00030500000AGED900F869A00C00000F0G00BC09000E0000F00000DEA0B008070000F000F0007D0000C0008420A1000B60E0D,E21CF8GB7A49D563D9AG674C5B31F8E2368519DA2FGE7B4CFB74523EC86DAG198EF675B219D4C3AGB1D7EG6432AC59F8AC593DF1G68724BE24G3AC98FE5B16D743BD8F29671GEAC5GF284E76B5CA9D3157C1B3AGED924F869A6EC15D43F8G72BC59BD6E3AG2F81741DEA9BC5847362GF6G3F2487D1E5BC9A7842GA1F9CB63E5D
0F0000000D0C90072070B0D00563E000C00D0000000040530A600E0080000F000020600CF40100006908EA0DG005F000500040007000000000A03002C0ED60000000006E91B0000200E0F0003C0000D031D00B00A00F800906900000DE405A0C801E700F009005B00C00500B0000G00F94B5AD08000230E0F00000090000D006,EF5482A3BDGC96172G79BFD41563ECA8CB8D91762AFE4G531A63GEC58974BF2DDE2G679CF481AB3569C8EABDG235F17453FB4G8176A92DCE47A135F2CBED698GA54FDC6E91B873G2G8E7F95A3C2614DB31DC2B47AG5F8E69B692183GDE475AFC8D1E762F439GC5BA7C36541BE8DAG29F94B5ADG86FC237E1F2GAC3E9571BD846
C0E00G805009D100070D0006E000C0F0A0081BC070000000002B0A5D600048000017000240F00D5390000FA00005000000030E0000A004200F0A40B00C7009000000230007000EC050B0070E0600F0000E00C0000G905B0010C090050B04206DB260D0008000EC00E0D5000F09CA80B00000A00CFE0060040400000000070000,C3E6FG8754B9D1A247GD3926EA81C5FBA5981BC47F2D3GE6F12BEA5D63GC4897GB176C9248FEAD539D4E8FAGB235761C6C835E719DAGB42F2F5A4DB31C76G98ED6F9234BA7581ECG58B4G7DEC612FA397E32C61ADG9F5B481ACG98F53BE4276DB26FD1G98543EC7AEGD5746F29CA83B18971A53CFEDB62G434ACB2E8G1679FD5
060D00E02A174900C00980F0000567000500000009000GA2002G0B000E00D58000020789B00F000D0000000C670E0BG5000FD00000A008E05C000A6001D0F240A0043D00C0800000000B19080GF40D06E8005200000000C39000600000300A00B00000000C0004707900000005B60F006FE0A07000090C00D0G3E00000000000,86BDC5EG2A17493FCA4983F2DBG5671E357E46D1F9C8BGA2F12G7B9A4E63D58C1EA2G789B45FC36D4D98F13C672EABG5GB6FD42593AC18E75C37BA6E81DGF249A7543DGFC6819E2B23CB19A8EGF47D56E8F652B47D9AG1C39GD16EC7523B8AF4B28A9F561CED347G791C2843G5B6EFDA6FE5AG7D38492CB1D4G3EC1BAF725698
00B79310A400000E0D10008073E00060000007000GB5C0DF4000000F01800A0300F0000C0000B890A00004E00F7D3020030000010C000F70G0C000A000000E0008520CBD90A00000F000700EC0502910000000F0D00000B8700900000000000D0900000B07000006D0G00809400AE0FBE0056AC0F00B00003C4020500E08AD00,6FB79315A4DCG28E5D1GC28A73EF9B649A83E7642GB5C1DF4E2CDBGF61897A5324FD357CEAG6B891A591B4E68F7D3G2CB36E8G915C42DF7AG7C8FDA2B9316E451852GCBD96A4F3E7FBDA764EC853291GCGE4A9F3D21756B876395128GBFE4CAD89AF4EDB372G15C6D2G6183945CAE7FBE1756ACGFD9B84323C4B2F571E68ADG9
060D00E02A174900C00980F0000567000500000009000GA2002G0B000E00D58000020789B00F000D0000000C670E0BG5000FD00000A008E05C000A6001D0F240A0043D00C0800000000B19080GF40D06E8005200000000C39000600000300A00B00000000C0004707900000005B60F006FE0A07000090C00D0G3E00000000000,86BDC5EG2A17493FCA4983F2DBG5671E357E46D1F9C8BGA2F12G7B9A4E63D58C1EA2G789B45FC36D4D98F13C672EABG5GB6FD42593AC18E75C37BA6E81DGF249A7543DGFC6819E2B23CB19A8EGF47D56E8F652B47D9AG1C39GD16EC7523B8AF4B28A9F561CED347G791C2843G5B6EFDA6FE5AG7D38492CB1D4G3EC1BAF725698
F46050000B0A000D09000C070F000AG00B1040090008C7000000G0DFC0E053B0018000A400000F000700081BA000960390G0F30C067000000000000083000000E0A900060DFC705200F0000000000CA05DC00EB80A000000007000000000EB68020000F3000560C00030064090D780004C50AD0000000E100GED0B0200C000F0,F46C523E7BGA189D39DEBC875F612AG4GB154A69D238C7EF8A27G1DFC9E453B6D18365A42C9BGF7EC74F281BAG5E96D395GAF3EC467DB2816EB29G7D831FA54CE8A934G6BDFC7152B6F41925E783DCAG5DC17EB86A2GF439237GDFCA1549EB681298E7F3G4A56DCBAF3BC6419ED78G254C56AD9GF8B23E177GED8B5231C649FA
C80G01000070000F0700000205001D0A000D0003490G0008E0360B07F100090C70C09060AE0380B5806E0FB0D002G0900B000A0004G9E1009000E03060070000005000000004000E1F40002000D000000000000G30F0000DD370000E0G060F00A0F00891C0007BD04200300F7A00005100007C5000600GA20000000003000000,C8BG51A9267D3E4FF7948EG2B53C1D6A21ADF6C349EGB578E5364BD7F1A829GC74CF9G6DAE1382B58A6E1FB4DC52G3975BD32A7C84G9E1F69G21E5386FB7DAC4GC5BD3F69824A71E1F48B925E7DAC63G69EAC78G3BF1542DD372A41E5GC69F8BA6F5G891C24E7BD342GC3DEF7A9B68513E897C5B1D6F4GA2BD17624AG385FCE9
80000CFG0005B0090E000D008C040000C0560000730002F0700900000E60000DE0810B00A5430F07F0052106C070049E00B00G07001F0D30D06A00009800000000A00ED3000C00065000060C0090000000000450D0000102000C00006007E0BA0000000B090A100F09C0000A4032860000000F10000B0000000058G0EF004B7C,83426CFG1DA5B7E9GEFB7D918C243A65CD568A4E73B9G2F17A1932B5FE6GC84DE2819BCDA5436FG7FG352186CB7DA49E9CB4EGA7261F5D38D76AF53498GE2C1B24A71ED3BGFC95865BE8A67C3291FGD4369GB45FDAE871C21FDCG9286457E3BA457DC36BG98A1E2FB9CFD7EA4132865G68GE4F1257CBD9A3A12358G9EFD64B7C
00001000E000000010GA9206005080004F000050G000E00700000C0G7000920A0DE000620470C00800B07E40100CG00200C83B0A2000007E00000000A30610F00004000006C0008BE90000048005210C20000000D703004F0B0D000F0G00090000FB010E0009AG005A000GB0CD800003C00009F0020060008G006005B00040C0,D67C1438E92ABF5G1EGA9276FB5D8C344F92DA5BGC38E617B835FCEG716492DA9DE1GF62547BC3A8A3BF7E4918DCG56265C83B1A2F9GD47EG2475D8CA3E61BF9F1A425G396CE7D8BE963B7D48AF521GC2C8GE691D7B35A4F7B5DC8AF4G1239E637FB81CE6549AG2D5A264GB7CD81FE93C41EA9FD32G768B58GD96325BEAF47C1
0210F0007000D000D000070C503000003000090A000E0B00FB745200C0600G10000000B019D4C3A00007000030A009F800500D000000200004000C08F050100703B0800060000A0000280E76B5C00030500000AGED900F869A00C00000F0G00BC09000E0000F00000DEA0B008070000F000F0007D0000C0008420A1000B60E0D,E21CF8GB7A49D563D9AG674C5B31F8E2368519DA2FGE7B4CFB74523EC86DAG198EF675B219D4C3AGB1D7EG6432AC59F8AC593DF1G68724BE24G3AC98FE5B16D743BD8F29671GEAC5GF284E76B5CA9D3157C1B3AGED924F869A6EC15D43F8G72BC59BD6E3AG2F81741DEA9BC5847362GF6G3F2487D1E5BC9A7842GA1F9CB63E5D
4300020G006000000020010000004930DAC0800B00010005B0G0FD0003CA0007E50000000F0000842000CG70EB500000F00090060D00501E04900000300000DAC600030A910200FD0D000020C00F080000100C8500300070A0004000800003G00B000AF00CE0010800000009020430A062D40EG019007000G00070D100F00092,438F529GBE67DAC17E25A16CFG8D493BDAC6873B2491FGE5B9G1FD4E53CA8627E5673B1DAFG9C28421ADCG74EB589F63FGB398A64D2C571E849CEF523716GBDAC648G3BA9172E5FD3DEG1627C54FA8B99F1BDC85GA3E2476A75249EF86DB13GC5B792AF3DCEG614818FE65C972B43DAG62D4BEG819A37C5FGC3A74D168F5BE92
00F8000B00000600050400001000D000E7000000450B1G0000C07F60G00DA0030016004000000E0000B00000000A0C0D000C570A010FB090DA00E390008G0000C4GA0016000730807E0D0402000000F0200B0000E003G065000000B00000C21010A000ED5B00000GF20009C000000106B00900378G0C20000D0042019F000BAC,G3F81D5B7AC946E2A564CG2E13F8D7B9E7D238A9456B1GCF9BC17F64GE2DA8533F162B48DC957EGA89BE61FG273A5C4D4G2C57DA61EFB398DA75E39CB48G6F21C4GA9516F2B73D8E7E3DG482C6519AFB219BAC7FE8D3G465685FDEB3A9G4C2171CA786ED5B42F93GF24GB9C53DAE8176B6E9FA378G1C25D45D8342G19F76EBAC
0000000C0209B50601000F000000E0D0050A0030000089009204000EA0B030C0C90043ED080F01020000G0217900DC00E0400760050000AB0F0000C00B6004003BF00004E0001000000006000D250090000D00B00610C0070000000000F04D0EA009F00B5E000600805000020700FE00B00005G00FD8A70C003704D0000600B8,D3EF7A4C1289B5G671CGBF896453E2DA65BA213GFCED897492846D5EAGB73FC1C97B43EDG8AF61525A63GB21794EDC8FEG41876FD5C293AB2FD8A9C53B6174EG3BFCD294EA7G186547AE16F8CD25GB93G82D5EB39614CAF71695CGA783FB4D2EA4G9F87B5E3C261D8D563C12B7GAFE49BE1295G64FD8A73CFC37E4DA21965GB8
2045000000F0AC7600DE06A000309005000A000CB9000040B00G0F000E002D000027006000A40E900D0000000C030A000050E01F0D0B020880F00970000200000004A0E9000F6000007000B8040000000A0C0D05G067FB00EGB0C100008007A01090DEF00A0800CBFB000A8060E9000005000B0007D000E0000005C01000D000,2145B39E8GFDAC76CFDEG6A7423198B5783A12DCB956EG4FB96G8F54CE7A2D13G3275C6DF8A4BE916DE128GB5C937AF4AC59E41F7DGB326884FB397AE612G5DC5214A7E9DBCF638GD673FGB8A42EC1599A8C4D35G167FB2EEGBFC126938547AD1792DEFG3A4856CBFBCD7A8365E914G235G69B4127DC8FEA4EA865C21FBGD937
0203000D000B000GG010000E5002000FAF493B500000E00700BC0000E8006A43080050B36E000000CE070001000000901D500F0A00004B0E030G690000000D08000005D6000A70C900000040B0C0A020000A00C02040050000GB0090000018003000CD0B00200000E0D00A600B30C9G10000E030000G200D800200G906500030,62E38C7DF4AB915GG71846AE5392BCDFAF493B5G1D6CE287D5BC921FE8G76A43289457B36ED1GFACCEA7D481G5BF36921D56GF2A3C894B7EB3FG69ECA2745D18412EB5D68GFA73C9793DFE48B1C5AG26F68A1GC72943D5EB5CGBA392D7E618F43G71CDFB9A2E8465E4DF2A657B38C9G19A65E834CF1G27BD8BC271G9465DFE3A
C6F0A000700000000090001000000007E50300D000600000D4A70000090G002508E0190DG50002040F0000G0000000002900F0501D30070G0054C030F0B7000E70100D002B03005C8E029560C00A0000000A030EDF00090000B0400G5008A0D600000E00B0700002000500060A217FCB000000A00C000300000002083045E00D,C6F1A4897E52DGB3B298GF15A3CD64E7E5G327DC416B98FAD4A76BE389FG1C2538EB197DG5ACF264AF7DE6GB9284C531296CF8541D3EB7AGG154CA32F6B78D9E7G168DFA2B934E5C8ED29561C4GA3B7F5C4A73BEDF1629G8F3B94C2G57E8A1D61A3GDECFB87956429D853G46EA217FCB4B2E51A76CDFG38967CFB2983G45EA1D
005003BA000000800D23F090780600B0000FD70E000G90C000000680D00E00300B4700F00000000C0A060B000C040E08G000E0090A0B0F0000E200009D0007400030A0480F0060020005000000280409D0A00020043000FG90040050C700D0AE86C0BA00590D0020030000D0B600FC0A00F10070E0C000050E0000C030000000,695E43BAF21C7G8D4D23FG9C78A6E5B1A8BFD71E435G92C67G1C5682DB9E4A3F1B47G2FD85E3A69CFA967B351CG42ED8GC8DE4692A7B5F1335E2C8A19D6FG74BE73BAC48GFD96152CF651DGBAE283479D1A89E276435CBFG92G43F56C7B1D8AE86CGBAE459FD1327537981DGB642FCEAB4F12973EGCA8D652EDA65CF3187B9G4
0G00007030006FA0000F0D1C802A0E05D000A0E61000B004002149000BG000C0BAD0000107C3E0060080C00B000000D0090E0005000000070500002E6G0D9A080002000073100B400F60100000E8A0300CAG0600D000700FE07B000000F0C90D9000D2340C0000800E000A00000007000000F0C09D00000007000000F000D65C,5GE98B7234DC6FA174BF3D1C862AGE95D3C8AGE61F59B274A621495FEBG78DC3BAD498G127C3E5F66287C3AB5E9F14DGF9GE64D5A18B3C27153C7F2E6G4D9AB88D92GCFA73165B4E4F6517BDC9E8AG323CAGE649D5B2781FE17B25834AFGC96D9B56D234GC7EF18ACEFD5A68B23147G9G84AF1C79D6523EB2713BE9GF8A4D65C
201B09000000C000E0ACF04BD0019035000000G700460E000067E830005C000000006BDA0200400F007D030F00100000A000809040E000230G3800E0607F0C0007D04050093BF08050061E000000D7003080D000CG00000000000A00040039E000E500F0000000000D0FB00E70CA000000000000GF9E56000A900C00068000F0,231B59AD8EFGC467E8ACF64BD7219G35DF59C2G7B3468EA1G467E8319A5CBFD295CE6BDA32G8417F427DG3CFAB19685EA6F187954CEDGB23BG3821E4657FAC9D17DA4G5CE93BF28659G61EB3F8A2D74C3E84DF29CG6715BAFCB27A8614D539EG61E594FG2DB37AC88D4FB56E71CA23G9CB23AD78GF9E56147A9G3C125684EDFB
000340060500002B050280AE0000007090B0C000F40005001A4C0002E3BD0089F06EB00000C0900000800D010007F00009C0E00000DA0010000A02504090G0000D00000007EB0A04CB00004DA000E0000FE9070000500DC00000000C00F008900028AG000C00DBF10000000B80000060000D0600704009EA0E30708560000G02,E7D34F96G5A81C2BG5F28BAE916C437D98B6C1D3F472A5GE1A4CG572E3BD6F89F26EBA3G18C594D7B4859DC12EG7F6A339CGE4F7B6DA5218D17A62584F93GEBC6D51F8G9C7EB2A34CBG7234DA986E15F8FE9176A3254BDCG23A45EBCDGF178967628AGE45C39DBF14G9FDC1B8A2E37655C1D362F7B4G89EAAE3B79856D1FCG42
F46050000B0A000D09000C070F000AG00B1040090008C7000000G0DFC0E053B0018000A400000F000700081BA000960390G0F30C067000000000000083000000E0A900060DFC705200F0000000000CA05DC00EB80A000000007000000000EB68020000F3000560C00030064090D780004C50AD0000000E100GED0B0200C000F0,F46C523E7BGA189D39DEBC875F612AG4GB154A69D238C7EF8A27G1DFC9E453B6D18365A42C9BGF7EC74F281BAG5E96D395GAF3EC467DB2816EB29G7D831FA54CE8A934G6BDFC7152B6F41925E783DCAG5DC17EB86A2GF439237GDFCA1549EB681298E7F3G4A56DCBAF3BC6419ED78G254C56AD9GF8B23E177GED8B5231C649FA
0000000029000008GD2B00C5A00F004950009F0000041000080E00D00060F2B005908040000B00D3E0600BA00F020C000G00F09000007000C71420000850EF00D0CF7E008590040606700080B00A0E500000000B0000C00D000A0000DE0G20F042035CF00AB0087000E0D9B0C000000070000000100000E00CD000EA00390000,61FCBA7429DE5G38GD2BE8C5A31F67495A379F62GB841DCE984EG1D3576CF2BAF592864E7CABG1D3E36D1BA74FG28C95BGA8F59C3DE17624C7142G3D9856EFABDBCF7E2G8593A4162679CD8FB14A3E5G3E5GA41BF627C98D148A6359DECG2BF742G35CF6EABD9871AFE5D9B1CG78436279B632G814F5DAEC8CD147EA6239B5GF
50900EDFA0000C007040B000C010062000B0G00000000D580106305000D000A900D0A2B036094070C0GF1708000A009000A0000000000006000B0400F08003D01000090000CG00B2E200000007000G009000D8100AE070040034CG0E000000F0B00205000300974F600500G021F0AB00F00301000000000C000000EB9506020G,53984EDFAB62GC177F4DBA89CG15362EACBEG6214937FD58G1263C57E8DFB4A98ED1A2BC36G94F75C6GF17385D4A2E9B34A9EDF57C2B81G6257B946GFE81C3DA18675943DFCGEAB2E25CFBA61794DG839BFGD8126AE375C4DA34CG7EB25869F1BG1265CD83AE974F698573G421FCABEDF7E3219AG4BD586C4DCA8FEB9576123G
000030000C0F08A00F0D0000210000E00000000000A0D00057C00040800EBF09G3900C200F6000D002A65030000000000875A0ED000400G210B0008000G06030F00042G0150000700040EB0002009006700800503B0600F00B0100C740000A0000008400E02C1B00001E0A7000508620000A0300D90B470009500D0E00300000,942B3ED65C7FG8A1AF6D78BG214953ECE18GF59CB6A3D24757C3214A8GDEBF69G3941C2BAF657ED8D2A65G3F78E1C9B4C875A6ED93B4F1G21EBF9784CDG2653AF6D942G3158AEC7B354CEBA8G2F79D167AE8D9513BC624FG2BG16FC74E9D3A856G3784F5EA2C1B9DBD1ECA79F45G86238CFAG362D91B475E4952BD1E6738AGCF
